valuvalue,time
2.00,163678
2.00,163680
2.00,163687
2.00,163700
2.00,163708
2.00,163709
3.00,163710
2.00,163711
3.00,163712
2.00,163716
2.00,163719
2.00,163726
3.00,163732
3.00,163738
2.00,163744
2.00,163749
3.00,163753
2.00,163755
2.00,163761
2.00,163763
3.00,163768
2.00,163769
2.00,163770
3.00,163771
3.00,163772
2.00,163773
2.00,163774
2.00,163775
2.00,163778
3.00,163782
3.00,163791
2.00,163795
2.00,163798
2.00,164900
2.00,165594
2.00,170878
2.00,177034
2.00,184114
2.00,186735
2.00,186749
2.00,186760
2.00,186839
2.00,186856
2.00,186875
2.00,186878
2.00,186889
2.00,186910
2.00,186926
2.00,187002
2.00,187136
2.00,187211
2.00,187228
2.00,187247
2.00,187271
2.00,187281
2.00,187307
2.00,187396
2.00,187467
2.00,187543
2.00,187635
2.00,187648
2.00,187667
2.00,187683
2.00,187725
2.00,187790
2.00,187854
2.00,187876
2.00,187916
2.00,187930
2.00,188054
2.00,188154
2.00,188238
2.00,188285
2.00,188313
2.00,188401
2.00,188412
2.00,188436
2.00,188521
2.00,188645
2.00,188687
2.00,188756
2.00,188779
2.00,188896
2.00,188922
2.00,188958
2.00,189030
2.00,189063
2.00,189108
2.00,189284
3.00,189368
2.00,189391
2.00,189639
2.00,189673
2.00,189681
2.00,189736
2.00,189772
2.00,189815
2.00,189888
2.00,190014
2.00,190071
2.00,190177
2.00,190203
2.00,190208
2.00,190293
2.00,190304
2.00,190318
2.00,190452
2.00,190458
2.00,190528
2.00,190545
2.00,190599
2.00,190656
2.00,190658
2.00,190811
2.00,190877
2.00,191003
2.00,191022
2.00,191032
2.00,191037
2.00,191053
2.00,191057
2.00,191100
3.00,191154
2.00,191202
2.00,191241
2.00,191285
2.00,191306
2.00,191325
2.00,191356
2.00,191650
2.00,191657
2.00,191745
4.00,191777
2.00,191781
2.00,191836
2.00,192228
2.00,192251
2.00,192353
2.00,192391
2.00,192453
2.00,192489
2.00,192499
2.00,192501
2.00,192505
2.00,192631
3.00,192666
2.00,192713
3.00,192719
2.00,192806
2.00,192865
2.00,192902
2.00,193043
2.00,193086
3.00,193177
2.00,193312
2.00,193377
2.00,193436
2.00,193481
2.00,193581
2.00,193605
2.00,193612
2.00,193721
2.00,193839
2.00,193844
2.00,193900
2.00,193908
2.00,193994
2.00,193998
2.00,194028
2.00,194051
2.00,194071
2.00,194074
4.00,194280
2.00,194295
2.00,194330
2.00,194453
2.00,194669
2.00,194763
2.00,194794
3.00,194859
2.00,195062
2.00,195080
2.00,195085
2.00,195149
2.00,195161
2.00,195178
2.00,195179
2.00,195193
4.00,195200
2.00,195218
2.00,195296
2.00,195428
2.00,195492
2.00,195581
2.00,195605
2.00,195625
2.00,195667
2.00,195696
2.00,195765
2.00,195849
2.00,195858
2.00,195943
2.00,196014
2.00,196022
2.00,196056
2.00,196057
2.00,196072
2.00,196084
2.00,196101
2.00,196162
3.00,196213
2.00,196237
2.00,196494
2.00,196603
2.00,196710
2.00,196810
2.00,197163
2.00,197167
2.00,197536
2.00,197834
2.00,197869
2.00,197888
2.00,198616
2.00,198727
2.00,198837
2.00,199000
2.00,199234
3.00,199269
2.00,199305
2.00,199316
2.00,199742
2.00,199791
2.00,199837
2.00,199842
2.00,199905
2.00,206890
2.00,209719
2.00,211709
2.00,211842
2.00,211935
2.00,212103
2.00,212317
2.00,212450
2.00,212579
2.00,212583
2.00,212752
2.00,212754
2.00,212782
2.00,212945
2.00,212952
4.00,213032
3.00,213039
2.00,213282
2.00,213372
2.00,213487
2.00,213662
2.00,213957
2.00,214010
2.00,214079
2.00,214094
2.00,214098
2.00,214102
2.00,214193
2.00,214339
2.00,214566
2.00,214993
3.00,215312
2.00,215323
2.00,215496
2.00,215887
2.00,215953
2.00,216841
2.00,216889
2.00,216936
2.00,217031
3.00,217172
2.00,217301
2.00,217306
2.00,217422
2.00,217427
2.00,217531
2.00,217564
3.00,217761
2.00,217916
2.00,218014
3.00,218060
2.00,218199
2.00,218214
2.00,218388
4.00,218394
2.00,218453
2.00,218604
2.00,218628
2.00,218855
2.00,219187
2.00,219314
2.00,219489
2.00,219612
2.00,219683
2.00,219728
3.00,219844
2.00,220243
2.00,220253
2.00,220308
2.00,220342
2.00,220408
2.00,220677
2.00,221295
3.00,221313
2.00,221343
4.00,221454
2.00,221724
3.00,221914
2.00,221994
2.00,222185
3.00,222190
2.00,222223
2.00,222385
2.00,222431
2.00,222489
2.00,222599
2.00,222708
2.00,222746
2.00,222939
2.00,222950
3.00,223237
2.00,223247
2.00,223319
2.00,223349
2.00,223633
2.00,223722
2.00,223763
2.00,223781
2.00,223836
2.00,223862
3.00,224185
2.00,224377
2.00,224460
2.00,224507
2.00,224731
2.00,224855
2.00,224903
2.00,224981
3.00,225216
2.00,225347
3.00,225959
2.00,225975
2.00,226042
2.00,226312
2.00,226313
2.00,226328
2.00,226359
3.00,226421
2.00,226517
2.00,226576
2.00,226722
2.00,227104
2.00,227135
2.00,227199
4.00,227277
2.00,227410
2.00,227421
2.00,227491
2.00,227508
2.00,227529
2.00,227536
4.00,227842
2.00,227932
2.00,228124
2.00,228128
2.00,228138
2.00,228152
2.00,228240
2.00,228385
2.00,228489
2.00,228563
2.00,228595
2.00,228828
2.00,229057
2.00,229199
2.00,229264
3.00,229721
2.00,229728
2.00,229771
2.00,229812
2.00,229877
2.00,230131
2.00,230188
2.00,230237
2.00,230302
3.00,230339
2.00,230446
2.00,230533
2.00,230536
2.00,230580
2.00,230669
2.00,230734
2.00,230786
2.00,230819
2.00,230847
2.00,231116
2.00,231181
2.00,231247
2.00,231761
2.00,231922
2.00,231958
2.00,232071
2.00,232094
3.00,232292
2.00,232499
2.00,232694
2.00,232769
2.00,232781
2.00,237664
2.00,244423
2.00,244527
2.00,244658
2.00,244845
2.00,245084
2.00,245138
3.00,245313
2.00,245396
2.00,245427
2.00,245450
2.00,245572
2.00,245662
2.00,245807
2.00,245815
2.00,245839
2.00,245850
2.00,245878
2.00,245964
3.00,245966
2.00,245974
2.00,246078
2.00,246136
2.00,246207
4.00,246223
2.00,246279
2.00,246417
2.00,246442
2.00,246596
2.00,246747
3.00,246833
2.00,246933
2.00,247115
2.00,247146
2.00,247268
2.00,247463
3.00,247507
2.00,247621
2.00,247662
3.00,247679
2.00,247700
2.00,247826
2.00,247917
2.00,248167
2.00,248590
2.00,248649
2.00,248688
2.00,248729
2.00,248761
2.00,248798
2.00,248803
2.00,248964
2.00,248976
2.00,249099
2.00,249112
3.00,249321
2.00,249509
2.00,249724
2.00,249964
2.00,250021
2.00,250034
2.00,250112
2.00,250267
2.00,250383
2.00,250505
2.00,250678
2.00,250767
2.00,250858
2.00,250872
2.00,250884
2.00,250908
2.00,250993
2.00,251017
2.00,251244
2.00,251526
2.00,251551
2.00,251701
2.00,251860
2.00,251873
2.00,252084
2.00,252147
2.00,252265
2.00,252449
2.00,252719
3.00,252748
2.00,252867
2.00,252882
2.00,252995
2.00,253165
2.00,253215
2.00,253550
2.00,253683
2.00,254267
2.00,254278
3.00,254323
2.00,254344
2.00,254385
2.00,259113
2.00,274443
2.00,277607
2.00,277693
2.00,277767
2.00,277771
2.00,277909
2.00,278076
3.00,278098
2.00,278230
2.00,278746
2.00,278759
2.00,278994
3.00,279022
2.00,279075
2.00,279263
3.00,279638
3.00,279745
2.00,279985
3.00,280065
2.00,280244
2.00,280344
2.00,280427
2.00,281090
2.00,281140
2.00,281248
2.00,281252
2.00,281345
3.00,281394
2.00,281419
2.00,281533
3.00,281698
2.00,281845
2.00,281858
2.00,281966
2.00,282171
2.00,282352
2.00,282757
3.00,283014
2.00,283334
3.00,283353
2.00,283363
5.00,283586
2.00,283746
2.00,283757
4.00,284364
2.00,284484
2.00,284663
2.00,284805
2.00,284990
3.00,285046
2.00,285343
2.00,285434
2.00,285681
2.00,285764
2.00,285883
2.00,286230
2.00,286237
2.00,286256
2.00,286331
2.00,286422
2.00,286435
2.00,286483
2.00,286602
2.00,286651
2.00,286716
2.00,286756
2.00,286900
2.00,286914
2.00,287045
2.00,287176
2.00,287366
2.00,287475
2.00,288082
2.00,300154
2.00,300219
2.00,300232
2.00,300399
2.00,300439
2.00,300477
2.00,300537
3.00,300550
2.00,300715
3.00,300905
2.00,301067
2.00,301456
2.00,301520
2.00,301561
4.00,301634
2.00,301672
2.00,301749
2.00,301856
5.00,302048
2.00,302248
2.00,302250
2.00,302546
4.00,302857
2.00,302883
2.00,302946
2.00,302948
2.00,302969
2.00,303068
2.00,303179
2.00,303207
2.00,303231
2.00,303338
2.00,303388
2.00,303523
2.00,303672
3.00,303741
3.00,303759
2.00,303812
2.00,303945
2.00,303998
2.00,304007
2.00,304082
2.00,304297
2.00,304375
2.00,304464
2.00,304536
2.00,305135
2.00,305288
2.00,305295
2.00,305357
2.00,305387
2.00,305398
2.00,305732
2.00,305794
2.00,305829
2.00,305891
2.00,305997
2.00,306013
4.00,306080
2.00,306209
2.00,306307
2.00,306381
2.00,306419
2.00,306714
2.00,307011
2.00,307173
2.00,307292
2.00,307322
2.00,307398
2.00,307525
2.00,307653
2.00,307705
2.00,307708
2.00,307774
2.00,307776
2.00,308117
3.00,308203
3.00,308267
2.00,308535
4.00,308803
2.00,308838
2.00,308846
2.00,308852
2.00,308957
4.00,309190
2.00,309247
2.00,309516
2.00,309577
2.00,309601
2.00,309748
2.00,309756
2.00,309915
2.00,309953
2.00,310151
2.00,310191
2.00,310406
2.00,310454
2.00,310556
2.00,310712
2.00,310880
2.00,310978
4.00,311013
2.00,311050
3.00,311222
2.00,311279
2.00,311550
2.00,311641
2.00,311795
2.00,312043
2.00,312233
2.00,312347
2.00,312385
2.00,312462
2.00,312479
2.00,312489
2.00,312515
2.00,312832
2.00,312955
2.00,312974
2.00,313101
2.00,313154
2.00,313267
2.00,313685
2.00,313723
2.00,313963
2.00,314084
2.00,314412
2.00,314547
2.00,314634
2.00,314636
2.00,314656
2.00,314669
3.00,314694
2.00,314713
2.00,314819
4.00,314913
3.00,314975
3.00,315102
2.00,315123
3.00,315155
2.00,315179
2.00,315351
4.00,315406
2.00,315425
2.00,315702
2.00,315759
2.00,315788
2.00,315889
2.00,316014
2.00,316096
4.00,316232
2.00,316304
2.00,316312
2.00,316336
2.00,316583
2.00,316696
2.00,316698
2.00,316766
2.00,316819
2.00,317067
2.00,317124
2.00,317209
2.00,317401
2.00,317713
2.00,317911
2.00,317937
2.00,318141
2.00,318220
2.00,318516
3.00,318668
2.00,318844
2.00,318884
2.00,318951
2.00,319234
2.00,319268
2.00,319300
2.00,319317
2.00,319326
2.00,319380
2.00,319584
4.00,319587
2.00,319696
2.00,319712
2.00,319905
3.00,319908
2.00,320138
2.00,320162
2.00,320230
2.00,320263
5.00,320286
2.00,320301
2.00,320397
2.00,320692
2.00,320764
2.00,331858
2.00,332324
2.00,332346
2.00,332430
3.00,332489
2.00,332513
2.00,332588
2.00,332656
2.00,332658
2.00,333050
2.00,333125
2.00,333360
2.00,333425
2.00,333548
2.00,333647
2.00,333831
2.00,333873
3.00,334073
2.00,334111
2.00,334275
2.00,334298
2.00,334334
2.00,334396
2.00,334422
3.00,334429
2.00,334594
2.00,334639
2.00,334694
2.00,334901
2.00,334968
2.00,335031
2.00,335084
2.00,335163
2.00,335175
2.00,335227
2.00,335432
2.00,335700
2.00,335796
2.00,335864
2.00,336234
2.00,336296
2.00,336343
3.00,336384
2.00,336569
3.00,336608
2.00,336711
2.00,336962
5.00,337317
3.00,337438
2.00,337854
3.00,337874
2.00,337917
2.00,338080
2.00,338280
2.00,338503
2.00,338562
2.00,338655
2.00,338662
3.00,338768
2.00,338852
3.00,338925
2.00,339004
2.00,339020
2.00,339212
2.00,339228
2.00,339498
2.00,339526
2.00,339547
2.00,339564
2.00,339578
2.00,339650
3.00,339651
2.00,339760
2.00,339764
2.00,339906
2.00,339959
2.00,340080
2.00,340170
2.00,340203
4.00,340390
2.00,340425
2.00,340604
2.00,340736
2.00,340762
2.00,341019
2.00,341368
2.00,341414
2.00,341444
2.00,341668
2.00,341727
2.00,341833
2.00,341937
2.00,341942
2.00,342089
2.00,342149
3.00,342530
2.00,342584
2.00,342682
2.00,353367
2.00,364059
2.00,388648
2.00,388710
2.00,388729
2.00,389034
2.00,389192
2.00,389198
3.00,389333
4.00,389462
2.00,389488
2.00,389576
2.00,389867
2.00,389874
2.00,389890
2.00,389926
2.00,390045
2.00,390097
2.00,390140
3.00,390234
2.00,390499
2.00,390542
2.00,390621
2.00,390661
2.00,390666
2.00,390747
2.00,390977
2.00,391026
2.00,391074
2.00,391161
2.00,391208
2.00,391274
2.00,391283
2.00,391303
2.00,391367
2.00,391373
2.00,391530
2.00,391608
2.00,391626
2.00,391635
2.00,391676
2.00,391689
2.00,391785
2.00,391836
2.00,391904
2.00,391911
2.00,392024
2.00,392064
2.00,392083
2.00,392322
2.00,392500
2.00,392522
2.00,392602
2.00,392625
2.00,392716
2.00,392732
2.00,392778
2.00,392825
2.00,392846
2.00,393002
2.00,393023
3.00,393080
2.00,393103
2.00,393117
2.00,393194
2.00,393240
2.00,393368
2.00,393417
2.00,393686
2.00,393727
2.00,393767
2.00,393814
2.00,393983
2.00,393998
2.00,394093
2.00,394147
2.00,394234
3.00,394365
2.00,394402
2.00,394589
2.00,394600
2.00,394608
2.00,394635
2.00,394765
2.00,394802
2.00,394860
2.00,394882
2.00,394941
2.00,394959
3.00,395084
2.00,395151
2.00,395208
3.00,395263
2.00,395287
2.00,395389
2.00,395500
2.00,395589
2.00,395855
2.00,395978
2.00,396006
2.00,396078
2.00,396083
2.00,396154
2.00,396247
2.00,396384
2.00,396616
2.00,396706
5.00,396718
2.00,396828
2.00,397037
2.00,397061
2.00,397085
2.00,397238
2.00,397261
2.00,397390
2.00,397758
2.00,397770
2.00,397784
2.00,397808
2.00,397898
2.00,397943
2.00,397955
2.00,398090
2.00,398097
2.00,398149
2.00,398441
2.00,398521
2.00,398720
2.00,398743
2.00,398819
2.00,398876
2.00,398942
2.00,399099
2.00,399132
2.00,399199
2.00,399259
2.00,399288
2.00,399333
2.00,399389
2.00,399418
2.00,399475
2.00,399516
2.00,399703
2.00,399871
4.00,399890
2.00,399900
2.00,399920
2.00,399933
2.00,400007
3.00,400042
3.00,400043
2.00,400236
2.00,400320
2.00,400402
2.00,400452
2.00,400468
2.00,400650
2.00,400667
2.00,400700
2.00,400718
2.00,400766
2.00,400768
2.00,400769
2.00,400861
2.00,400953
2.00,401118
2.00,401186
2.00,401188
2.00,401201
2.00,401287
2.00,401372
2.00,401414
2.00,401485
2.00,401612
3.00,401712
3.00,401749
2.00,401757
2.00,401837
2.00,401925
2.00,402002
2.00,402177
2.00,402262
2.00,402265
2.00,402267
2.00,402404
2.00,402476
2.00,402523
2.00,402524
2.00,402608
2.00,402635
2.00,402749
2.00,402764
2.00,402772
2.00,402864
2.00,402879
2.00,402914
2.00,402929
2.00,403060
2.00,403085
2.00,403139
2.00,403184
2.00,403199
2.00,403211
2.00,403327
2.00,403344
2.00,403355
2.00,403369
2.00,403412
2.00,403445
2.00,403492
2.00,403759
2.00,403766
2.00,403800
2.00,403894
2.00,404053
2.00,404064
2.00,404159
2.00,404332
2.00,404463
2.00,404612
2.00,404764
2.00,404787
2.00,404948
2.00,404979
2.00,404986
2.00,405101
2.00,405216
2.00,405242
2.00,405278
2.00,405364
2.00,405485
2.00,405513
2.00,405562
2.00,405564
2.00,405565
3.00,405770
2.00,405778
2.00,405913
2.00,406062
2.00,406225
2.00,406283
5.00,406288
2.00,406309
2.00,406392
2.00,406394
2.00,406418
2.00,406456
2.00,406518
2.00,406586
3.00,406669
2.00,406774
2.00,406908
2.00,407271
2.00,407279
2.00,407320
2.00,407406
2.00,407413
2.00,407529
2.00,407580
2.00,407641
2.00,407705
2.00,407731
2.00,407755
3.00,407770
2.00,407833
2.00,407920
2.00,407997
2.00,408062
2.00,408102
2.00,408125
2.00,408170
2.00,408273
2.00,408327
2.00,408468
2.00,408762
2.00,408872
2.00,408944
2.00,408976
2.00,409021
2.00,409033
2.00,409113
3.00,409148
2.00,409274
2.00,409416
2.00,409446
2.00,409502
2.00,409542
2.00,409674
3.00,409752
4.00,409754
2.00,409766
2.00,409814
2.00,409892
2.00,409972
2.00,410013
2.00,410100
2.00,410126
2.00,410381
2.00,410491
2.00,410580
2.00,410677
2.00,410834
2.00,410839
2.00,410885
2.00,410907
2.00,410915
2.00,411049
2.00,411086
2.00,413162
2.00,414501
2.00,422163
2.00,422794
2.00,422991
2.00,423226
2.00,423282
2.00,423374
2.00,423559
2.00,423561
2.00,423572
2.00,423820
2.00,423881
2.00,423982
2.00,424002
2.00,424011
2.00,424165
2.00,424466
2.00,424941
2.00,424962
2.00,425065
2.00,425149
2.00,425163
2.00,425190
2.00,425245
2.00,425266
2.00,425274
3.00,425331
2.00,425694
2.00,425766
2.00,425784
2.00,425829
2.00,425837
3.00,425874
2.00,425879
2.00,425968
2.00,425982
2.00,426161
2.00,426225
2.00,426326
4.00,426392
2.00,426457
2.00,426463
2.00,426566
2.00,426639
2.00,426721
2.00,426842
2.00,426850
2.00,426882
2.00,426999
2.00,427089
3.00,427122
2.00,427123
3.00,427165
2.00,427215
2.00,427251
2.00,427352
2.00,427361
2.00,427387
2.00,427497
2.00,427573
3.00,427716
2.00,427771
2.00,427819
3.00,427851
2.00,427860
2.00,427968
2.00,427976
2.00,427997
2.00,428263
2.00,428369
2.00,428373
2.00,428378
2.00,428491
2.00,428531
2.00,428574
3.00,428799
2.00,428942
2.00,429032
2.00,429054
3.00,429078
2.00,429166
2.00,429307
2.00,429338
2.00,429435
2.00,429571
2.00,429591
3.00,429645
2.00,429675
2.00,429784
2.00,429802
4.00,429835
4.00,429908
2.00,430068
2.00,430088
3.00,430092
2.00,430201
2.00,430250
3.00,430261
3.00,430374
2.00,430565
2.00,430571
2.00,430673
2.00,442309
2.00,442362
2.00,442371
2.00,442618
2.00,442665
2.00,442729
2.00,442749
2.00,442751
2.00,442779
2.00,442792
2.00,442936
2.00,443005
2.00,443057
2.00,443122
2.00,443319
2.00,443397
2.00,443539
2.00,443616
2.00,443632
2.00,443732
3.00,443820
2.00,443866
2.00,443885
2.00,443895
2.00,443897
2.00,444040
2.00,444075
2.00,444097
2.00,444118
3.00,444200
2.00,444204
2.00,444274
3.00,444279
2.00,444318
4.00,444432
2.00,444445
2.00,444461
2.00,444484
2.00,444541
2.00,444682
2.00,444902
2.00,444920
2.00,444973
2.00,445136
2.00,445176
3.00,445205
3.00,445277
2.00,445292
2.00,445309
2.00,445319
3.00,445342
2.00,445396
2.00,445407
2.00,445525
3.00,445543
2.00,445550
2.00,445701
3.00,445753
2.00,445762
2.00,445807
2.00,445831
2.00,445861
2.00,445881
2.00,445914
2.00,446161
2.00,446177
2.00,446181
2.00,446224
2.00,446262
2.00,446424
4.00,446484
2.00,446674
2.00,446697
2.00,446924
2.00,447039
2.00,447056
2.00,447150
2.00,447212
2.00,447228
2.00,447801
2.00,447824
2.00,447857
2.00,447874
2.00,447939
2.00,447970
2.00,447972
2.00,447992
2.00,448012
2.00,448081
2.00,448082
2.00,448088
2.00,448097
2.00,448234
2.00,448275
2.00,448388
2.00,448414
2.00,448421
2.00,448482
2.00,448524
2.00,448581
2.00,448739
2.00,448813
2.00,448818
2.00,448870
2.00,448931
2.00,449411
2.00,449764
2.00,456937
2.00,460572
2.00,460706
2.00,460744
2.00,460777
2.00,461013
2.00,461218
2.00,461233
2.00,461320
2.00,461370
2.00,461438
4.00,461469
2.00,461633
2.00,461666
2.00,461704
2.00,461779
2.00,461808
2.00,461950
2.00,461996
2.00,462001
2.00,462108
2.00,462117
2.00,462147
2.00,462197
2.00,462270
2.00,462330
2.00,462355
4.00,462366
2.00,462570
2.00,462620
2.00,463090
2.00,463156
2.00,463167
3.00,463318
2.00,463470
2.00,463564
2.00,463588
3.00,463680
2.00,463743
2.00,463856
2.00,463938
2.00,463947
2.00,463957
3.00,464003
2.00,464022
2.00,464141
2.00,464284
2.00,464321
2.00,464362
2.00,464722
2.00,464853
2.00,464862
2.00,464924
2.00,464956
2.00,464971
2.00,465025
2.00,465332
2.00,465343
3.00,465426
2.00,465555
2.00,465649
2.00,465672
2.00,465681
2.00,465800
3.00,465805
2.00,465902
2.00,465998
2.00,466017
2.00,466066
2.00,466187
2.00,466210
2.00,466362
2.00,466404
3.00,466422
2.00,466493
2.00,466694
2.00,466781
2.00,466965
2.00,467009
2.00,467066
2.00,467134
2.00,467168
2.00,467183
2.00,467398
2.00,467444
2.00,467458
2.00,467680
2.00,467778
2.00,468033
2.00,468067
2.00,468254
2.00,468262
2.00,468491
2.00,468582
2.00,468755
2.00,468971
4.00,469009
2.00,469013
2.00,469115
2.00,469174
2.00,469316
2.00,469328
2.00,469552
2.00,469608
2.00,469619
3.00,469759
3.00,469853
2.00,469877
4.00,470018
4.00,470116
2.00,470208
4.00,470342
2.00,470417
2.00,470439
2.00,470610
2.00,470617
2.00,471018
2.00,471020
2.00,471079
2.00,471135
2.00,471160
2.00,471166
2.00,471205
2.00,471327
2.00,471362
2.00,471364
2.00,471453
2.00,471488
2.00,471558
2.00,471566
2.00,471628
2.00,471710
2.00,471712
2.00,471810
3.00,471885
2.00,472024
2.00,472165
4.00,472243
2.00,472279
2.00,472333
2.00,472455
5.00,472527
2.00,472611
2.00,472869
2.00,472988
2.00,472995
2.00,473063
2.00,473072
2.00,473158
3.00,473495
2.00,473590
2.00,473800
2.00,473891
2.00,473974
2.00,473995
2.00,474032
2.00,474052
2.00,474169
2.00,474258
2.00,474378
2.00,474407
2.00,474522
2.00,474563
2.00,474593
2.00,474612
2.00,474963
2.00,475016
2.00,475102
2.00,475126
2.00,475186
2.00,475270
2.00,475320
2.00,475506
2.00,475603
4.00,475875
2.00,475968
2.00,475992
2.00,476096
2.00,476113
2.00,476139
2.00,476247
2.00,476267
2.00,476332
2.00,476395
2.00,476439
2.00,476485
2.00,476647
2.00,476689
2.00,476700
2.00,476905
2.00,476917
2.00,477033
2.00,477073
2.00,477074
2.00,477118
2.00,477229
2.00,477338
2.00,477519
2.00,477574
3.00,477785
2.00,477791
2.00,477968
2.00,477996
3.00,478054
2.00,478127
2.00,478190
2.00,478217
2.00,478769
2.00,489835
2.00,492833
3.00,497588
3.00,498507
2.00,499570
2.00,500955
2.00,503070
2.00,505442
2.00,510193
2.00,510984
3.00,511859
2.00,512128
2.00,517740
2.00,521080
2.00,534197
2.00,535055
2.00,536404
2.00,560034
2.00,595243
2.00,620536
2.00,638145
2.00,643133
2.00,680179
2.00,682483
2.00,683254
2.00,687540
2.00,702129
2.00,702137
2.00,707802
2.00,711230
2.00,720414
2.00,721857
valuvalue,time
13.00,
"",45006
12.00,
"",45007
11.00,
"",45008
14.00,
"",45009
13.00,
"",45010
13.00,
"",45011
14.00,
"",45013
11.00,
"",45015
14.00,
"",45016
15.00,
"",45017
14.00,
"",45018
15.00,
"",45020
12.00,
"",45022
13.00,
"",45023
13.00,
"",45024
14.00,
"",45025
13.00,
"",45027
13.00,
"",45029
11.00,
"",45031
12.00,
"",45032
13.00,
"",45033
11.00,
"",45034
13.00,
"",45036
13.00,
"",45038
13.00,
"",45039
15.00,
"",45040
14.00,
"",45041
11.00,
"",45042
13.00,
"",45044
12.00,
"",45046
13.00,
"",45047
15.00,
"",45048
12.00,
"",45049
15.00,
"",45051
12.00,
"",45053
11.00,
"",45054
14.00,
"",45055
14.00,
"",45056
11.00,
"",45057
15.00,
"",45059
13.00,
"",45061
11.00,
"",45062
14.00,
"",45063
17.00,
"",45064
12.00,
"",45065
14.00,
"",45067
11.00,
"",45069
13.00,
"",45070
13.00,
"",45071
13.00,
"",45072
14.00,
"",45074
14.00,
"",45076
11.00,
"",45077
13.00,
"",45078
13.00,
"",45079
15.00,
"",45081
12.00,
"",45083
13.00,
"",45085
12.00,
"",45086
15.00,
"",45087
11.00,
"",45088
15.00,
"",45090
14.00,
"",45092
12.00,
"",45093
14.00,
"",45094
14.00,
"",45095
11.00,
"",45096
13.00,
"",45098
11.00,
"",45100
12.00,
"",45101
15.00,
"",45102
14.00,
"",45103
13.00,
"",45105
11.00,
"",45107
13.00,
"",45110
13.00,
"",45111
12.00,
"",45112
13.00,
"",45114
13.00,
"",45116
11.00,
"",45117
14.00,
"",45118
11.00,
"",45119
12.00,
"",45121
14.00,
"",45123
14.00,
"",45126
14.00,
"",45127
15.00,
"",45128
11.00,
"",45129
13.00,
"",45131
13.00,
"",45134
12.00,
"",45135
14.00,
"",45136
13.00,
"",45137
14.00,
"",45139
13.00,
"",45141
12.00,
"",45142
14.00,
"",45143
14.00,
"",45144
12.00,
"",45146
14.00,
"",45148
13.00,
"",45150
14.00,
"",45152
14.00,
"",45153
15.00,
"",45154
12.00,
"",45155
13.00,
"",45157
13.00,
"",45160
11.00,
"",45161
15.00,
"",45162
12.00,
"",45163
15.00,
"",45165
14.00,
"",45167
11.00,
"",45170
12.00,
"",45171
14.00,
"",45172
12.00,
"",45173
14.00,
"",45175
13.00,
"",45177
12.00,
"",45179
11.00,
"",45180
14.00,
"",45181
14.00,
"",45182
12.00,
"",45183
14.00,
"",45185
12.00,
"",45187
12.00,
"",45188
13.00,
"",45189
14.00,
"",45190
11.00,
"",45191
14.00,
"",45193
13.00,
"",45195
11.00,
"",45196
12.00,
"",45197
14.00,
"",45198
13.00,
"",45199
14.00,
"",45201
13.00,
"",45203
11.00,
"",45205
11.00,
"",45206
14.00,
"",45207
13.00,
"",45208
13.00,
"",45210
14.00,
"",45212
13.00,
"",45214
12.00,
"",45215
14.00,
"",45216
13.00,
"",45217
12.00,
"",45218
14.00,
"",45220
13.00,
"",45222
11.00,
"",45224
12.00,
"",45225
14.00,
"",45226
12.00,
"",45227
11.00,
"",45228
13.00,
"",45230
13.00,
"",45232
12.00,
"",45233
14.00,
"",45234
13.00,
"",45235
13.00,
"",45236
14.00,
"",45238
13.00,
"",45240
12.00,
"",45243
17.00,
"",45244
11.00,
"",45246
14.00,
"",45247
11.00,
"",45248
14.00,
"",45250
13.00,
"",45252
11.00,
"",45253
13.00,
"",45254
14.00,
"",45255
13.00,
"",45256
14.00,
"",45258
12.00,
"",45259
13.00,
"",45261
11.00,
"",45262
14.00,
"",45263
14.00,
"",45264
12.00,
"",56694
14.00,
"",56695
12.00,
"",56696
12.00,
"",56698
14.00,
"",56700
11.00,
"",56702
11.00,
"",56703
13.00,
"",56704
14.00,
"",56705
11.00,
"",56706
14.00,
"",56708
12.00,
"",56711
12.00,
"",56712
14.00,
"",56713
13.00,
"",56714
14.00,
"",56716
14.00,
"",56718
11.00,
"",56720
12.00,
"",56721
14.00,
"",56722
13.00,
"",56723
14.00,
"",56725
14.00,
"",56727
11.00,
"",56729
12.00,
"",56730
13.00,
"",56731
13.00,
"",56732
15.00,
"",56734
12.00,
"",56736
12.00,
"",56737
15.00,
"",56738
14.00,
"",56739
11.00,
"",56741
14.00,
"",56743
11.00,
"",56745
13.00,
"",56748
14.00,
"",56749
12.00,
"",56751
11.00,
"",56752
14.00,
"",56754
11.00,
"",56756
12.00,
"",56757
14.00,
"",56758
12.00,
"",56759
13.00,
"",56761
12.00,
"",56763
13.00,
"",56766
16.00,
"",56767
13.00,
"",56768
11.00,
"",56769
13.00,
"",56771
12.00,
"",56774
12.00,
"",56775
14.00,
"",56776
13.00,
"",56778
13.00,
"",56780
13.00,
"",56782
11.00,
"",56783
14.00,
"",56784
13.00,
"",56785
20.00,
"",56787
14.00,
"",56789
12.00,
"",56790
13.00,
"",56791
12.00,
"",56792
14.00,
"",56794
14.00,
"",56795
12.00,
"",56796
13.00,
"",56797
11.00,
"",56798
14.00,
"",56799
11.00,
"",56801
13.00,
"",56802
13.00,
"",56803
14.00,
